,,AMB/92,,,
48020346,Resseccao de Cisto Sinovial,,250,1,1
48020354,Reconstrucao do Polegar,,900,1,3
48020362,Sinovectomia de Punho,,300,1,2
48020370,Sinovectomia da Mao (1 Articulacao),,250,1,1
48020389,Sinovectomia da Mao (Multiplas),,600,1,3
48020397,Sequestrectomias,,300,1,2
48020400,Transposicao do Radio P/ Ulna,,850,2,3
48020419,Tenoartroplastia Para Ossos do Carpo,,800,1,3
48020427,Transplante Osseo Vascularizado MicroAnostomose,,"1,900",1,6
48030015,Alongamentos Tendinosos,,300,1,2
48030023,Abaixamento Mio Tendinoso No Antebraco,,700,1,3
48030031,Dedo Em Martelo: Tratamento Conservador,,200,1,0
48030040,Dedo Em Martelo - Tratamento Cirurgico,,350,1,2
48030058,Dedo Em Botoeira: Tratamento Cirurgico,,500,2,2
48030066,Dedo Colo de Cisne: Tratamento Cirurgico,,500,2,2
48030074,Exploracao Cirurgica de Tendao,,200,1,1
48030082,Miorrafias,,200,1,1
48030090,Tenosinovites Estenosantes: Tratamento,,180,1,1
48030104,Tenosinovites Infecciosas:Drenagem,,250,1,1
48030112,Tenorrafia No Tunel Osteo Fibroso Ate 2 Digitos,,700,1,2
48030120,Tenorrafia No Tunel Osteo Fibroso +de 2 Digitos,,"1,000",1,3
48030139,Tenorrafia Unica Em Outras Regioes,,300,1,2
48030147,Tenorrafia Multipla Em Outras Regioes,,550,1,3
48030155,Tenoplastia Ou Enxerto de Tendao Na Mao,,550,1,3
48030163,Tenoplastia de Tendao Em Outras Regioes,,550,1,4
48030171,Transposicao Unica de Tendao,,400,1,2
48030180,Transposicao Multipla de Tendao,,800,2,4
48030198,Tenotomia,,200,1,1
48030201,Tenodese,,300,1,1
48030210,Tenolise No Tunel Osteo Fibroso,,700,1,3
48030228,Tenolise Em Outras Regioes,,350,1,2
48030236,Tenosinovectomia de Mao Ou Punho,,300,1,2
48040010,Biopsia de Nervo,,300,0,1
48040029,Exploracao Cirurgica de Nervo,,500,1,3
48040037,Extirpacao de Neuroma (Nivel da Mao),,200,1,1
48040045,Excisao de Tumores dos Nervos Perifericos,,850,1,3
48040053,Enxerto Para Reparo de 1 Nervo,,"1,300",3,4
48040061,Enxerto Para Reparo de 2 Ou Mais Nervos,,"1,600",3,5
48040070,Enxerto Inter-Fascicular de Nervo Vascularizado,,"1,500",3,6
48040088,Lesao de Nervos Associada A Lesao Ossea,,800,1,3
48040096,Neurolise das Sindromes Compressivas,,550,1,3
48040100,Micro Neurolise Unica,,700,1,3
48040118,Micro Neurolise Multiplas,,900,1,4
48040126,Micro Neurorrafia Unica,,"1,000",2,4
48040134,Micro Neurorrafia Multipla,,"1,200",2,5
48040142,Micro Neurorrafia de Dedos da Mao,,900,2,4
48040150,Microcirurgia do Plexo Braquial Com Exploracao,,"1,700",3,5
48040169,Microcirurgia do Plexo Braquial Com Enxerto,,"2,500",3,7
48040177,Transposicao de Nervo,,300,1,2
48050016,Bridas Congenitas: Tratamento Cirurgico,,500,1,3
48050024,Centralizacao da Ulna -Tratamento da Mao Torta,,"1,000",2,4
48050032,Falangizacao,,550,1,3
48050040,Gigantismo Ao Nivel da Mao,,900,2,3
48050059,Policizacao Ou Transferencia Digital,,"1,200",2,5
48050067,Polidactilia Nao Articulada: Cirurgia,,100,0,1
48050083,Sindactilia de 2 Digitos: Tratamento Cirurgico,,550,2,3
48050091,Sindactilia Multipla: Tratamento Cirurgico,,800,2,4
48060011,Reimplante de Polegar,,"2,000",3,6
48060020,Reimplante de Dois Dedos da Mao,,"2,000",3,6
48060038,Revascularizacao do Polegar Ou Outro Dedo,,"1,300",3,6
48060046,Reimplante do Terco Distal do Antebraco,,"2,500",3,6
48060054,Reimplante do Terco Medio Antebraco Ate Ombro,,"2,500",3,6
48060062,Transplante de Dedos do Pe Para Mao,,"2,000",3,6
48060070,Transplante de Hallux Para Polegar,,"2,000",3,6
48060089,Transplante do 2o.Pododactilo Para Mao,,"2,000",3,6
49010018,Abscesso Cerebral: Craniotomia Para Tratamento,,"1,200",2,5
49010026,Afundamento do Seio Frontal: Cirurgia,,350,1,3
49010034,Cicatrizes Miningo-Corticais Craniotomia,,"1,200",2,5
49010042,Cranioplastia,,700,1,4
49010050,Craniotomia Exploradora Com Ou Sem Biopsia,,900,2,4
49010069,Craniossinostose: Tratamento Cirurgico,,"1,000",2,5
49010077,Cranioplastia: Retirada da Placa,,400,1,1
49010085,Cingulectomia Bilateral,,"1,300",2,5
49010093,Craniotomia Descompressiva,,800,2,4
49010107,Destruicao de Estruturas Cerebrais Profundas,,"1,300",2,4
49010115,Descompressao Neurovascular de Nervo Craniano,,"1,800",2,6
49010123,Drenagem Ventricular Continua (Honor. P/ Dia),,50,0,0
49010131,Derivacao Ventriculo Atrial C/ Sistema Valvular,,"1,000",2,4
49010140,Derivacao Ventriculo-Peritonial Com Valvula,,"1,000",2,5
49010158,Epilepsia: Cirurgia Com Eletrocorticografia,,"1,800",2,4
49010166,Embolizacao Aferentes - Malformacoes Vasculares,,"1,450",1,5
49010174,Fistula Liquorica: Tratamento Cirurgico,,"1,400",2,5
49010182,Fratura de Abobada Com Lesao Meningo-Cortical,,800,2,4
49010190,Fratura de Abobada Sem Lesao Meningo-Cortical,,500,1,3
49010204,Hipofisectomia Quimica,,900,2,5
49010212,Hematoma Extradural e Subdural Agudo: Cirurgia,,"1,000",2,5
49010220,Hematoma Intracerebral: Tratamento Cirugico,,"1,000",2,5
49010239,Hematoma Subdural Cronico: Tratamento Cirurgico,,800,2,4
49010247,Hipofisectomia Cirurgica,,"1,100",2,5
49010255,Hipofisectomia Seletiva - Microscopia,,"2,000",2,6
49010263,Lobectomia Pre-Frontal e Unilateral,,800,2,3
49010271,Lobectomia Pre-Frontal e Bilateral,,950,2,3
49010280,Microcirurgia Vascular Intracraniana,,"3,500",2,6
49010298,Mucocele Frontal: Resseccao,,800,2,4
49010301,Meningoencefalocele: Tratamento Cirurgico,,800,2,4
49010310,Malformacoes Vasculares Intercranianas Cirurgia,,"3,000",2,5
49010328,Malformacoes Cranio Cervicais Cirurgia,,"1,300",2,5
49010336,Monitorizacao da Pressao Intracraniana (P/ Dia),,140,0,0
49010344,Neurectomia Diferenciada de Nervos Perifericos,,300,1,1
49010352,Neurotomia,,400,2,2
49010360,Neurotomia Diferenciado do Trigemeo,,800,1,4
49010379,Neurectomia do Infraorbitario,,300,1,1
49010387,Neurotomia Occipital,,300,2,1
49010395,Neurotomia Retrogasseriana,,550,0,3
49010409,Neurotomia Por Via Intratentorial,,"1,200",2,5
49010417,Orbita: Descompressao,,950,2,5
49010425,Osteomielite de Cranio: Tratamento Cirurgico,,550,1,3
49010433,Puncao de Hematoma Subgaleal,,100,0,0
49010441,Puncao Subdural (Diaria),,100,0,0
49010450,Puncao Ventricular Transfontanelar,,100,0,0
49010468,Puncao Ventricular Com Trepanacao,,200,1,0
49010476,Resseccao de Exostoses Cranianas,,500,1,3
49010484,Trat.Conserv.Trauma Cranioencefalico 1a.Semana,,500,0,0
49010492,Terceiro: Ventriculostomia,,500,1,3
49010506,Trepanacao Para Drenagem de Abcesso Cerebral,,500,1,3
49010514,"Tumores Cerebrais, Inclusive de Fosse Posterior",,"1,500",2,6
49010522,Tumores Osseos do Cranio: Craniectomia,,550,1,3
49010530,Tumores Osseos do Cranio Com Cranioplastia,,700,2,4
49010549,Tumor Intra-Orbitario: Resseccao,,"1,450",1,5
49010557,Tracao Cervical Tipo Crutchfield,,200,0,0
49010573,Ventriculo- Cisternostomia,,"1,200",2,4
49010581,Biopsia Cerebral Esterotaxiza,,"1,300",1,3
49010590,Escapelamento-Tratamento Cirurgico,,950,1,4
49010603,Revisao Derivacao Ventriculo Atrial/Peritonial,,400,0,3
49010611,Implante De Eletrodo Cerebral Profundo,,"1,300",1,4
49010620,Revascularizacao Cerebral Intracraniana,,"1,500",2,5
49010638,Cirurgia De Lesoes Do Seio Cavernoso,,"2,500",2,5
49010646,Trat.Conserv.Do Traumat.Craneo-Encef.Dia Subsq.,,80,0,0
49020013,Anastomose Hipoglosso- Facial,,800,1,4
49020021,Costela Cervical Unilateral:Resseccao,,700,2,3
49020030,Costela Cervical Bilateral:Resseccao,,"1,000",1,4
49020048,Enxerto Arterial,,"1,200",2,4
49020056,Escalenotomia,,400,1,3
49020064,Endarterectomia Carotidiana,,700,2,4
49020072,Ligadura de Carotida,,700,2,3
49030019,Abscesso Epidural: Laminectomia,,"1,200",2,4
49030027,Aracnoidite Espinhal: Laminectomia,,"1,200",2,4
49030035,Coagulacao Substancia Gelatinosa P/Radiofrequ.,,"2,500",2,7
49030043,Cordotomia e Radiculotomia Percutanea Por Radio,,"1,800",0,6
49030051,Cordotomia e Mielotomia,,"1,300",2,4
49030060,Derivacao Lombo-Peritoneal,,"1,000",2,5
49030078,Espinha Bifida: Tratamento Cirurgico,,800,1,4
49030086,Hernia Discal Dorsal Ou Lombar: Com Microscopia,,"1,300",2,5
49030094,Hernia Discal Lombar: Cirurgia C/ Artrodese,,"1,400",2,5
49030108,Hernia Discal Cervical Via Anterior: Cirurgia,,"1,200",2,5
49030116,Hernia Discal Cervical: Cirurgia Via Posterior,,"1,000",2,5
49030124,Hernia Discal Dorsal e Lombar Tratam. Cirurgico,,"1,000",2,5
49030132,Laminectomia Descompressiva,,"1,000",2,4
49030140,Laminectomia Exploradora,,"1,000",2,4
49030159,Lesao Traumatica Raquimedular Com Laminectomia,,"1,400",2,4
49030167,Microcirurgia Vascular Raquimedular,,"1,500",2,6
49030175,Meningomielocele: Tratamento Cirurgico,,"1,000",1,5
49030183,Meningocele: Tratamento Cirurgico,,800,1,4
49030191,Puncao Cisternal Sub-Occipital,,150,0,0
49030205,Puncao Lombar Com Manometria Inicial e Final,,80,0,0
49030213,Raquimanometria - Teste Permeabilidade do Canal,,50,0,0
49030221,Radicultomia,,"1,000",1,5
49030230,Siringomielia: Tratamento Cirurgico,,"1,000",2,5
49030248,Tumores Raquimedulares -Cirurgia C/ Microscopia,,"1,800",2,6
49030256,Tumores Sacro - Coccigenos: Ressecccoes,,800,1,4
49030264,Tumores Intra-Raquidianos:Laminectomia,,"1,200",2,4
49030272,Implante De Eletrodo Epidural-Cada Fase,,200,1,1
49030280,Implante De Reservatorio-Trat.Dor Cronica,,550,1,2
49030299,Trat.Conserv.Trauma Raquimedular 1a.Semana,,500,0,0
49030302,Trat.Conserv.Trauma Raquimedular Dias Subseq.,,500,0,0
49040014,Alcoolizacao De Glanglio do S.N.Simpatico,,550,0,0
49040022,Alcoolizacao de Nervos Cranianos,,150,0,0
49040030,Alcoolizacao do Trigemeo,,100,0,0
49040049,Biopsia de Nervos,,300,0,1
49040057,Bloqueio Anestesico de Nervos S/ Fim Cirurgico,,150,0,0
49040065,Bloqueio Anestesico Nervos (P/ Dia Subsequente),,150,0,0
49040073,Correcao Sindrome Costo-Clavicular Unilateral,,600,1,3
49040081,Correcao da Sindrome Costo-Clavicular Bilateral,,800,1,4
49040090,Descompressao Neuro-Vascular Cervico-Braquial,,"1,200",2,4
49040103,Denervacao Percutanea das Facetas Articulares,,800,1,4
49040111,Enxerto de Nervos,,"1,300",2,4
49040120,Extirpacao de Neuroma,,200,1,3
49040138,Enxerto Para Reparo de Dois Ou Mais Nervos,,"1,500",3,5
49040146,Microcirurgia de Nervos Perifericos,,"1,500",2,5
49040154,Microcirurgia Com Enxerto Interfascular Nervo,,"1,600",3,6
49040162,Microcirurgia do Plexo Braquial Com Enxerto,,"2,500",3,7
49040170,Neurotomia Occipital Por Radio-Frequencia,,"1,800",0,6
49040189,Neurotomia Retrogasseriana Por Radio-Frequencia,,"1,800",0,4
49040197,Neurotomia de Glossofaringeo,,500,1,2
49040200,Neurotomia de Glossofaringeo P/Radio-Frequencia,,"1,800",0,6
49040227,Neurorrafia Multipla,,"1,200",2,5
49040235,Nervos- Exploracao Cirurgica,,500,1,3
49040243,Neurolise De Nervo Isolado,,800,1,3
49040251,Transposicao de Nervos,,300,1,2
49040260,Neurolise De Nervo Multiplo,,"1,300",2,3
49050010,Bloqueio Anestesico Simpatico (Qualquer Nivel),,80,0,0
49050028,Bloqueio Anestesico Simpatico (P/ Dia Subseq.),,50,0,0
49050036,Simpactetomia Toracica,,"1,000",2,4
49050044,Simpactetomia Cervico-Toracica,,"1,000",2,4
49050052,Simpactetomia Lombar Unilateral,,600,2,3
49050060,Simpatectomia Lombar Bilateral,,"1,000",2,4
49050079,Simpatectomia Periarterial,,500,1,2
50010026,Curva Tensional Diaria(Oftalmologia) Binocular,,150,0,0
50010042,Campimetria Manual/Computadorizada Monocular,,80,0,0
50010050,Exame de Motilidade Ocular Completo Binocular,,40,0,0
50010069,Eletroretinografia,,180,0,0
50010077,Eletrooculografia,,180,0,0
50010093,Mapeamento da Retina - Monocular,,80,0,0
50010107,Oftalmodinamometria Monocular,,40,0,0
50010115,Potencial Occiptal Evocado,,250,0,0
50010123,Retinografia - Monocular,,60,0,0
50010131,Retinografia Fluorescente Binocular,,200,0,0
50010140,Teste e Adaptacao de Lentes de Contato Binocular,,50,0,0
50010158,Tonometria - Binocular,,25,0,0
50010174,Tonografia - Monocular,,50,0,0
50010182,Visao Sub-Normal - Monocular,,150,0,0
50010190,Biometria Ultrassonica - Monocular,,200,0,0
50010204,Paquimetria Ultrassonica - Monocular,,150,0,0
50010212,Microscopia Especular de Cornea - Monocular,,350,0,0
50010220,Ultra-Sonografia Diagnostica - Monocular,,150,0,0
50010239,Gonioscopia - Binocular,,80,0,0
50010247,Acuidade Visual C/Laser(P.A.M.)-Monocular,,50,0,0
50010255,Fundoscopia Sob Medriases - Binocular,,30,0,0
50010263,Ceratoscopia Computadorizada - Binocular,,250,0,0
50020013,Betaterapia (Por Sessao),,30,0,0
50020021,Curativos Oftalmologicos (Honorarios),,25,0,0
50020030,Exercicios de Ortoptica (Cada),,20,0,0
50030019,Biopsia de Conjuntiva Oftalmologica,,80,0,0
50030027,Infiltracao Sub-Conjuntival Oftalmologica,,50,0,0
50030035,Pterigio Exerese,,400,0,1
50030043,Reconstituicao de Cavidade (Conjuntiva),,950,1,3
50030051,Sutura de Conjuntiva Oftalmologica,,150,0,1
50030060,Retirada de Tumor de Conjuntiva,,350,0,1
50030078,Transplante Conjuntival,,500,1,5
50040014,Cauterizacao de Ulcera de Cornea,,80,0,0
50040049,Corpo Estranho Na Cornea- Retirada,,80,0,0
50040057,Recobrimento Conjuntival,,350,0,1
50040065,Sutura de Cornea (Com Ou Sem Hernia de Iris),,700,1,3
50040073,Transplante de Cornea,,"2,000",2,4
50040103,Preparacao E Preservacao De Cornea Doador,,350,0,0
50050010,Paracentese Camara Anterior do Olho,,250,0,1
50050028,Retirada de Corpo Estranho da Camara Anterior,,650,1,4
50050036,Remocao De Hifema,,400,1,3
50060015,Capsulotomia (YAG Ou Cirurgica),,700,0,0
50060031,Facetomia-Catarata S/Implante Lente IntraOcular,,900,1,5
50060040,Facetomia-Catarata C/Implante Lente IntraOcular,,"1,500",1,5
50060058,Implante Secundario De Lente Intra-Ocular,,850,1,5
50070029,Corpo Estranho Imantavel No Corpo Vitreo,,800,1,3
50070037,Corpo Estranho Nao Imantavel No Corpo Vitreo,,"1,100",1,5
50070045,Implante de Silicone Intra - Vitreo,,"1,000",2,7
50070053,Vitrectomia Anterior,,700,1,4
50070061,Vitrectomia (Vias Pars Plana),,"1,450",1,5
50080024,Exerese de Tumor da Esclerotica,,600,0,1
50080032,Sutura da Esclerotica,,400,0,1
50090011,Enucleacao do Globo Ocular Sem Implante,,800,0,1
50090054,Injecao Retro Bulbar,,80,0,0
50090062,Reconstituicao Globo Ocular C/Lesao IntraOcular,,"1,200",1,5
50100017,Biopsia da Iris,,400,1,1
50100025,Ciclodiatermia,,300,0,3
50100033,Cirurgias Antiglaucomatosas (Qualquer Tecnica),,"1,100",1,4
50100050,Fototrobeculoplastia (Laser),,500,0,0
50100068,Iridectomia (Laser),,500,0,0
50100084,Irideciclectomia,,"1,500",1,5
50100092,Criocicloterapia,,400,1,0
50110012,Biopsia Musculos Oculares,,250,0,0
50110020,Estrabismo (Inclusive Bilateral),,"1,000",1,2
50120018,Descompressao da Orbita,,"1,100",1,4
50120026,Exenteracao (Orbita),,"1,300",1,5
50120034,Tumor de Orbita- Exerese,,"1,100",1,5
50120042,Reconstituicao De Paredes Orbitarias,,"1,500",1,5
50130013,Abscesso de Palpebra,,80,0,0
50130021,Biopsia de Palpebra,,150,0,0
50130030,Blefarorrafia Definitiva,,320,0,1
50130048,Coloboma Com Plastica,,550,1,3
50130056,Retirada de Calazio,,120,0,0
50130064,Epilacao,,80,0,0
50130072,Cirurgia P/ Entropio,,400,1,2
50130080,Cirurgia P/ Epicanto,,400,1,2
50130099,Cirurgia P/ Ectropio,,400,1,2
50130102,Cirurgia De Ptose Palpebral,,450,1,2
50130110,Cirurgia De Simblefaro,,400,1,2
50130129,Sutura de Palpebra,,180,1,0
50130137,Triquiase - Com Diatermo-Coagulacao,,150,0,0
50130153,Tumor de Palpebra Exerese - Com Plastica,,300,0,2
50130161,Cirurgia de Xantelasma,,300,0,2
50130170,Tarsorrafia,,120,0,0
50140019,Fotocoagulacao (Por Sessao)-Laser,,500,0,0
50140027,Retinopexia Profilatica (Criopexia),,400,0,2
50140035,Retinopexia Com Introflexao Escleral,,"1,500",2,5
50140043,Retinopexia+Vitrectomia+Endofotocoagulacao,,"2,000",2,6
50140051,Retinopexia Pneumatica,,600,0,0
50150014,Dacriocistectomia,,400,1,2
50150022,Dacriocistorrinostomia,,"1,000",1,4
50150030,Fechamento dos Pontos Lacrimais,,100,0,0
50150049,Sutura Ou Reconstituicao Cananiculos Lacrimais,,800,0,1
50150057,Sondagem das Vias Lacrimais -C/Ou S/ Lavagem,,100,0,1
50150065,Reconstituicao de Pontos Lacrimais,,300,0,0
50150073,Reconstituicao de Vias Lacrimais C/ Veia Safena,,"1,100",2,4
51010020,Audiometria Tonal Limiar C/Testes Discriminacao,,90,0,0
51010038,Audiometria Tonal Limiar Infantil Condicionada,,140,0,0
51010046,Audiometria Vocal Pesquisa Limiar Discriminacao,,40,0,0
51010054,Audiometria Vocal Pesq. Limiar Intelegibilidade,,40,0,0
51010089,Eletrococleografia,,350,0,0
51010097,Electroneurografia Para Paralisia Facial,,250,0,0
51010119,Gustometria,,30,0,0
51010127,Impedanciometria Pesquisa de Reflexo Estapedico,,90,0,0
51010135,Metodo de Proetz (Por Sessao),,20,0,0
51010186,Pesquisa de Pares Cranianos (VIII Par),,100,0,0
51010194,Potenciais Auditivos Tronco Cerebral (BERA),,300,0,0
51010208,Rinomanometria,,40,0,0
51010259,Teste de Protese Auditiva,,150,0,0
51010267,Testes Vestibulares Sem Electronistagmografia,,120,0,0
51010275,Testes Vestibulares Com Electronistagmografia,,200,0,0
51010283,Testes Vestibulares C/Vecto-Electronistagmograf,,300,0,0
51010305,Pesquisa do Fenomeno de Tullio,,30,0,0
51010330,Teste de Glicerol (C/Audiometria Tonal Limiar),,120,0,0
51010348,Teste de Glicerol (Com Eletrococleografia),,700,0,0
51010372,Audiometria Ocupacional Ou De Selecao,,35,0,0
51010380,Fibro-Naso-Faringo-Laringoscopia,,120,0,0
51020017,Remocao de Cerume (Lavagem do Ouvido),,30,0,0
51020033,Retirada Corpo Estranho ou Polipo de Ouvido,,100,0,0
51020041,Retirada Corpo Estranho/Polipo Ouvido Hospital,,200,0,1
51020050,Estenose de Conduto Auditivo Externo,,"1,000",1,2
51020068,Drenagem Furunculo de Conduto Auditivo Externo,,100,0,0
51020076,Meatoplastia,,550,1,2
51020084,Pericondrite de Pavilhao - Tratamento Cirurgico,,400,1,1
51020092,Tumor Benigno de C.A.E. - Exerese,,300,0,1
51020114,Ducha de Politzer-Ou Curativo De Ouvido-Cada,,30,0,0
51020122,Estapedectomia,,"1,500",1,3
51020130,Exploracao +Descompressao Parcial Nervo Facial,,"1,600",1,4
51020149,Fistula Peri - Linfatica - Fechamento Cirurgico,,800,1,3
51020157,Glomus de Jugular - Resseccao,,"2,000",2,5
51020165,Glomus Timpanicus - Resseccao,,"1,500",1,4
51020181,Mastoidectomia Radical,,"1,200",1,4
51020203,Ouvido Congenito - Tratamento Cirurgico,,"1,600",1,4
51020211,Paracentese Timpano Miringotomia Em Consultorio,,100,0,0
51020220,Timpanotomia Para Tubo de Ventilacao Unilateral,,400,0,1
51020238,Timpanotomia Exploradora Unilateral,,400,0,2
51020246,Timpanoplastia - Miringoplastia (Unilateral),,"1,000",1,3
51020254,Timpanoplastia C/Reconstrucao Cadeia Ossicular,,"1,100",1,4
51020262,Timpanomastoidectomia,,"1,400",2,5
51020270,Doenca de Meniere -Shunt Basilar/Subarcnoideo,,"1,400",2,4
51020297,Exploracao + Descompressao Total Nervo Facial,,"1,800",2,6
51020300,Enxerto Parcial Intratemporal do Nervo Facial,,"1,800",2,4
51020319,Enxerto Total Intratemporal do Nervo Facial,,"1,900",2,5
51020327,Enxerto Total do Nervo Facial Intratemporal,,"1,800",2,5
51020335,Labirintectomia (Membrana Ou Ossea)- S/ Audicao,,"1,000",1,4
51020343,Neurectomia Vestibular Translabirintica- S/Aud.,,"1,300",2,4
51020360,Resseccao do Osso Temporal,,"2,500",3,6
51020378,Tumor do Acustico - Resseccao Translabirintica,,"2,000",2,6
51020394,Implante Coclear - (Exceto A Protese),,"1,600",2,6
51030012,Abscesso Ou Hematoma de Septo Nasal - Drenagem,,150,0,0
51030020,Biopsia de Nariz,,130,0,0
51030039,Corpos Estranhos Nariz -Retirada Em Consultorio,,100,0,0
51030047,Corpos Estranhos Nariz- Retirada Com Anestesia,,200,0,1
51030055,Corneto Inferior - Infiltracao Medicamentosa,,50,0,0
51030063,Corneto Inferior - Cauterizacao Linear,,150,0,0
51030071,Epistaxe - Cauterizacao,,100,0,0
51030080,Epistaxe - Temponamento Anterior,,150,0,0
51030098,Epistaxe - Tamponamento Antero-Posterior,,300,0,0
51030101,Imperfuracao Coanal - Cirurgia Intranasal,,800,1,2
51030110,Imperfuracao Coanal - Cirurgia Transpalatina,,"1,200",1,3
51030128,Ozena - Tratamento Cirurgico,,600,1,2
51030136,Perfuracao de Septo Nasal - Correcao Cirurgica,,500,1,2
51030144,Polipectomia - Unilateral,,250,0,0
51030152,Rinoplastia Reparadora,,"1,000",1,4
51030160,Rinosseptoplastia,,"1,500",1,5
51030179,Septo Nasal - Septoplastia,,700,1,2
51030187,SEPTO NASAL-RESSECCAO SUBMUCOS,,400,1,2
51030195,Sinequias - Resseccao,,150,0,1
51030209,Turbinectomia,,200,0,1
51030217,Tumor Benigno Intranasal-Exerese,,300,0,1
51030225,Tumor Intranasal -Exerese Por Rinotomia Lateral,,"1,000",1,3
51030233,Cauterizacao da Arteria Esfeno Palatina,,700,1,3
51030241,Epistaxe - Cauterizacao das Arterias Etmoidais,,700,1,3
51030250,Epistaxe - Ligadura das Arterias Etmoidais,,950,1,4
51040018,Antrostomia Maxilar Intranasal,,300,1,1
51040026,Etmoidectomia Intranasal,,400,1,1
51040034,Etmoidectomia Externa,,650,1,2
51040042,Polipo Antro-Coanal de Killiam- Exerese,,500,1,2
51040050,Sinusotomia Esfenoidal,,750,1,2
51040069,Sinusotomia Frontal Intranasal,,500,1,2
51040077,Sinusotomia Frontal - Trepanacao Externa,,550,1,2
51040085,Sinusectomia Fronto-Etmoidal Externa,,900,1,3
51040093,Sinusectomia Frontal Com Retalho Osteoplastico,,"1,100",1,3
51040115,Sinusectomia Transmaxilar - Unilateral,,600,1,3
51040123,Puncao Transmeatica - P/ Seio Maxilar,,200,0,0
51040131,Arteria Maxilar Interna - Ligadura Transantral,,"1,200",2,4
51040140,Cisto Naso-Alveolar e Globular - Exerese,,400,1,1
51040158,Descompressao Transetmoidal do Canal Optico,,"1,300",2,4
